64	1	__UNSURE__
64	2	__UNSURE__
64	3	__NOTEXT__
64	4	DESTO
64	5	CITADELA
64	6	MAN
64	7	__UNSURE__
64	8	RESTORAN
65	1	CITADELA
65	2	MANGO
65	3	ALDO
65	4	MANGO
65	5	MANGO
65	6	MANGO
65	7	__NOTEXT__
65	8	BANK
66	1	BANKOMAT
66	2	STYLOS
66	3	0-24 h
66	4	MJENJAC
66	5	Raiffeisen BA
66	6	Juve
66	7	Razvojna
66	8	__NOTEXT__
67	1	NLB
67	2	M
67	3	SPRAT
67	4	__UNSURE__
67	5	SUTEREN
67	6	R.K.
67	7	KASTEL
67	8	BUTIK
68	1	KASTEL
68	2	БАНКА
68	3	КОМЕРЦИЈА
68	4	__UNSURE__
68	5	The Hamam Museum
68	6	TEREX
68	7	Dobro
68	8	došli
69	1	NACIONALNI
69	2	RESTORAN
69	3	Bila sam
69	4	na
69	5	onoj
69	6	ali predoh vamo
69	7	iz inata.
69	8	strani,
70	1	OMER-BEGOVA KUĆA
70	2	ОМЕР-БЕГОВА КУЋА
70	3	OMER-BEY HOUSE
70	4	HAFIZADIĆA ČESMA
70	5	ХАФИЗАДИЋА ЧЕСМА
70	6	HAFIZADIĆ FOUNTAIN
70	7	Graditeljska cjelina
70	8	Градит
71	1	__UNSURE__
71	2	цјелина
71	3	Architectural ensemble
71	4	Historijski/povijesni spomenik
71	5	Историјски споменик
71	6	Historic monument
71	7	Omerbegova
71	8	kuća
72	1	Pretpostavlja
72	2	Омербегова
72	3	се да
72	4	objekat
72	5	objekat/objekt
72	6	podignut
72	7	drugoj polovini/polovici
72	8	другој
73	1	ПОЛОВИНИ
73	2	вијека
73	3	1952.
73	4	The Omer-bey
73	5	house
73	6	assumed
73	7	have
73	8	been
74	1	stoljeća
74	2	952.
74	3	godine
74	4	porodica/obitelj
74	5	породица
74	6	Омербеговић је купила
74	7	objekat
74	8	built in the second half of the seventeenth century.
75	1	Omerbegović
75	2	kupila
75	3	objekat/objekt
75	4	Dane
75	5	Дане Салом.
75	6	Крајем
75	7	60-их
75	8	20. вијека
76	1	In 1952, the building was bought from Dana Salom
76	2	Salom.
76	3	Krajem 60-ih godina 20. stoljeća izvršena je
76	4	извршена
76	5	реконструкција
76	6	адаптација,
76	7	by the Omerbegović family.
76	8	the late 1960s the
